freq(fdbf_+66),vel(fdbf_+66),wav(fdbf_+66),freq(fdbf_+56),vel(fdbf_+56),wav(fdbf_+56),freq(fdbf_+51),vel(fdbf_+51),wav(fdbf_+51),freq(fdbf_+48),vel(fdbf_+48),wav(fdbf_+48),freq(fdbf_-2),vel(fdbf_-2),wav(fdbf_-2),freq(fdbf_-5),vel(fdbf_-5),wav(fdbf_-5),freq(fdbf_-10),vel(fdbf_-10),wav(fdbf_-10),freq(fdbf_-20),vel(fdbf_-20),wav(fdbf_-20),freq(fdbf_-30),vel(fdbf_-30),wav(fdbf_-30)
2.9375,34.34283794313826,11.691178874259831,2.9375,39.4787350807453,13.43956938918989,2.9375,5.964486826267901,2.030463600431626,2.9375,9.616720709481823,3.273777262802323,2.9375,6.817761169503414,2.3209399725969067,2.9375,70.9542014095449,24.154621756440815,2.9375,81.26134465966722,27.663436479886713,2.9375,20841.792402687282,7095.078264744607,2.9375,5.92089696509372,2.015624498755309
3.0,35.02234389287577,11.67411463095859,3.0,39.916277184074936,13.305425728024979,3.0,6.086755189344545,2.0289183964481814,3.0,9.785284725828475,3.2617615752761586,3.0,6.954747380959387,2.3182491269864625,3.0,71.81324019829017,23.93774673276339,3.0,84.15456569366104,28.051521897887014,3.0,2628.901628238761,876.3005427462537,3.0,6.028642299986119,2.0095474333287062
3.0625,49.3717134249603,16.121375812231935,3.0625,40.27882787555022,13.152270326710276,3.0625,6.210411797009356,2.0278895663704017,3.0625,9.95261591187864,3.249833767144046,3.0625,7.091416322784661,2.315564513562338,3.0625,72.65699030293618,23.724731527489364,3.0625,87.13011871244197,28.450651008144316,3.0625,1216.986845901044,397.3834598860552,3.0625,6.137277233063188,2.0040088924287964
3.125,51.41563906766466,16.45300450165269,3.125,40.699291102598934,13.023773152831659,3.125,6.332338362969673,2.0263482761502956,3.125,10.1105414918418,3.2353732773893764,3.125,7.22776909593222,2.3128861106983103,3.125,6.573831872025566,2.103626199048181,3.125,89.86728719114832,28.757531901167464,3.125,829.6312239750757,265.4819916720242,3.125,6.25,2.0
3.1875,53.54542097860326,16.79856344426769,3.1875,41.04542928655504,12.876997423232954,3.1875,6.454079729988055,2.024809327055076,3.1875,10.26293481512385,3.2197442557251295,3.1875,7.363806796267065,2.310213896868099,3.1875,6.6877190955024,2.0981079515301646,3.1875,92.6641480780618,29.071105279391936,3.1875,635.339007184773,199.3220414697327,3.1875,6.375,2.0
3.25,55.409965774873285,17.04922023842255,3.25,41.449842135189286,12.753797580058242,3.25,6.575636319702954,2.0232727137547553,3.25,10.409692555502808,3.202982324770095,3.25,7.50169480175549,2.3082137851555355,3.25,6.801010382660785,2.0926185792802414,3.25,809.1041114441972,248.95511121359914,3.25,529.1218823097253,162.806733018377,3.25,6.500000000000001,2.0000000000000004
3.3125,6.6316330802588865,2.0020024393234372,3.3125,41.78059909572482,12.613011047765983,3.3125,6.69700855247388,2.021738430935511,3.3125,10.554930173274569,3.186394014573455,3.3125,7.637142161479918,2.305552350635447,3.3125,6.915515013978024,2.0877026457292147,3.3125,713.6048424308034,215.42787696024254,3.3125,448.0877708080247,135.2717798665735,3.3125,6.8921282506751655,2.0806424907698613
3.375,6.7635300119471875,2.0040088924287964,3.375,42.169908095569866,12.494787583872553,3.375,6.8199194288843135,2.0207168678175744,3.375,10.707158377180859,3.1724913710165508,3.375,8.328617416859098,2.4677384938841773,3.375,7.031313933267047,2.0833522765235695,3.375,656.355067301971,194.47557549688028,3.375,396.2304504154463,117.40161493791001,3.375,7.011225129101333,2.0774000382522466
3.4375,6.890507024063946,2.004511134273148,3.4375,42.48623157097067,12.359631002464196,3.4375,6.940953447204851,2.019186457368684,3.4375,10.866646987590808,3.161206396390053,3.4375,8.47500657376155,2.465456457821542,3.4375,7.148489387895709,2.0795605492060245,3.4375,596.046212130689,173.3952617107459,3.4375,351.9128589765067,102.37464988407467,3.4375,7.128102872951071,2.073629926676675
3.5,7.012274157702071,2.003506902200592,3.5,42.86130932997816,12.246088379993761,3.5,7.061804271582392,2.0176583633092546,3.5,11.03369591089382,3.152484545969663,3.5,8.621125234665138,2.4631786384757537,3.5,7.265239095789651,2.0757825987970433,3.5,547.5331802637191,156.43805150391975,3.5,87.44612348796988,24.98460671084854,3.5,7.244557160664796,2.069873474475656
3.5625,25276.21631815266,7095.078264744606,3.5625,43.164071763633025,12.116230670493481,3.5625,7.182472317618798,2.016132580384224,3.5625,11.19982558580476,3.1438106907522134,3.5625,8.766974148606367,2.4609050241702084,3.5625,7.3834781281997515,2.0725552640560707,3.5625,516.8724744737311,145.0870103785912,3.5625,87.37012301454568,24.52494681110054,3.5625,7.360590289397361,2.0661306075501367
3.625,5654.7684988645315,1559.9361376178017,3.625,43.460480576179194,11.989098089980468,3.625,7.301118985834453,2.014101789195711,3.625,11.365043579259334,3.1351844356577474,3.625,8.912554061858732,2.4586356032713743,3.625,7.50135006574332,2.069337949170571,3.625,490.3602020163289,135.2717798665735,3.625,87.29686849332595,24.081894756779572,3.625,7.474277249384871,2.0618695860372056
3.6875,2431.9983104728926,659.5249655519709,3.6875,7.736773071267483,2.098107951530165,3.6875,7.421393833478216,2.012581378570364,3.6875,11.5293573753693,3.1266053899306576,3.6875,9.055084780974195,2.455616211789612,3.6875,7.620825247386609,2.066664473867555,3.6875,474.7279476963532,128.7397824261297,3.6875,87.22621374522295,23.654566439382496,3.6875,7.5874962567633695,2.0576261035290493
3.75,1355.4956956103827,361.4655188294354,3.75,7.857598763176604,2.095359670180428,3.75,7.539591493251465,2.010557731533724,3.75,11.697334514574576,3.1192892038865536,3.75,9.200086989395189,2.4533565305053835,3.75,7.739992116108769,2.063997897629005,3.75,460.5358502910325,122.80956007760867,3.75,7.600731671881252,2.0268617791683337,3.75,7.700250194843662,2.05340005195831
3.8125,949.1413615018466,248.9551112135991,3.8125,7.976021531860187,2.0920712214715245,3.8125,7.655629199352264,2.008033888354692,3.8125,11.864527363572337,3.112007177330449,3.8125,9.34482257835223,2.451101004157962,3.8125,7.858851863802092,2.061338193784155,3.8125,454.261490789656,119.15055496122125,3.8125,7.709826599721437,2.0222495999269343,3.8125,7.812541923297573,2.0491913241436257
3.875,753.592855050411,194.47557549688025,3.875,7.75,2.0,3.875,7.773325064160657,2.0060193713962984,3.875,12.030941402380497,3.104759071582064,3.875,9.48929228253045,2.4488496212981805,3.875,7.977405676223202,2.058685335799536,3.875,454.93125788440125,117.40161493791,3.875,7.822372737816069,2.0186768355654374,3.875,7.9223486862656936,2.044477080326631
3.9375,654.3714266135686,166.18956866376345,3.9375,14804.298442716461,3759.8218267216407,3.9375,7.88880842741483,2.003506902200592,3.9375,12.196582060082056,3.09754465017957,3.9375,9.633496833918173,2.446602370518901,3.9375,8.095654733032491,2.056039297278093,3.9375,8.114427859249993,2.060807075365078,3.9375,7.938522035262882,2.016132580384224,3.9375,8.033700203589552,2.040304813610045
4.0,580.3480415143648,145.0870103785912,4.0,2437.1369352692864,609.2842338173216,4.0,28380.313058978423,7095.078264744606,4.0,12.361454715415508,3.090363678853877,4.0,9.780425973275126,2.4451064933187814,4.0,8.21360020783324,2.05340005195831,4.0,8.241104922273445,2.0602762305683613,4.0,8.056407156782845,2.014101789195711,4.0,8.144598165276625,2.036149541319156
4.0625,540.401969624795,133.02202329225724,4.0625,1468.4536702445814,361.46551882943544,4.0625,15274.276171056665,3759.8218267216407,4.0625,12.52556469735706,3.0832159255032763,4.0625,9.930209414347697,2.444359240454818,4.0625,8.331243268210446,2.050767573713341,4.0625,8.369872186683967,2.0602762305683613,4.0625,8.176111850442103,2.012581378570364,4.0625,8.255045336820626,2.0320111598327695
