freq(fk_+66),vel(fk_+66),wav(fk_+66),freq(fk_+56),vel(fk_+56),wav(fk_+56),freq(fk_+51),vel(fk_+51),wav(fk_+51),freq(fk_+48),vel(fk_+48),wav(fk_+48),freq(fk_-2),vel(fk_-2),wav(fk_-2),freq(fk_-5),vel(fk_-5),wav(fk_-5),freq(fk_-10),vel(fk_-10),wav(fk_-10),freq(fk_-20),vel(fk_-20),wav(fk_-20),freq(fk_-30),vel(fk_-30),wav(fk_-30)
18.375,142.0289855072464,7.729468599033818,18.375,142.4418604651163,7.7519379844961245,18.375,142.16634429400386,7.736943907156673,18.375,143.2748538011696,7.7972709551656925,18.375,135.48387096774195,7.373271889400923,18.375,140.80459770114942,7.662835249042145,18.375,138.2878645343368,7.525870178739417,18.375,138.4180790960452,7.532956685499059,18.375,129.973474801061,7.073386383731211
18.4375,141.96342637151108,7.699711260827719,18.4375,142.37451737451738,7.722007722007723,18.4375,142.10019267822736,7.707129094412331,18.4375,143.34305150631684,7.774538386783286,18.4375,135.56985294117646,7.352941176470588,18.4375,140.87870105062083,7.640878701050622,18.4375,138.10861423220973,7.49063670411985,18.4375,138.36772983114446,7.504690431519699,18.4375,129.95594713656388,7.048458149779735
18.5,142.0345489443378,7.677543186180422,18.5,142.44465832531282,7.69971126082772,18.5,142.17098943323728,7.684918347742555,18.5,143.27202323330107,7.744433688286544,18.5,135.65536205316224,7.332722273143904,18.5,140.81826831588964,7.611798287345386,18.5,137.80260707635009,7.448789571694599,18.5,138.3177570093458,7.4766355140186915,18.5,129.9385425812116,7.023705004389816
18.5625,141.96940726577438,7.648183556405353,18.5625,142.51439539347408,7.677543186180421,18.5625,142.10526315789477,7.655502392344499,18.5625,143.33976833976834,7.722007722007722,18.5625,135.74040219378426,7.312614259597805,18.5625,140.75829383886256,7.5829383886255926,18.5625,137.6274328081557,7.414272474513439,18.5625,138.268156424581,7.4487895716946,18.5625,129.92125984251967,6.999125109361329
18.625,141.9047619047619,7.619047619047619,18.625,142.4474187380497,7.648183556405352,18.625,142.17557251908397,7.633587786259542,18.625,143.26923076923077,7.6923076923076925,18.625,135.70127504553733,7.285974499089253,18.625,140.83175803402645,7.561436672967863,18.625,137.4538745387454,7.380073800738008,18.625,138.21892393320962,7.421150278293134,18.625,129.7909407665505,6.968641114982577
18.6875,141.8406072106262,7.590132827324478,18.6875,142.5166825548141,7.626310772163966,18.6875,142.1102661596958,7.604562737642585,18.6875,143.33652924256953,7.670182166826463,18.6875,135.7856494096276,7.266121707538601,18.6875,140.77212806026364,7.532956685499058,18.6875,137.28191000918275,7.346189164370983,18.6875,138.04247460757156,7.386888273314867,18.6875,129.66175195143106,6.9384215091066785
18.75,141.77693761814743,7.561436672967863,18.75,142.45014245014247,7.597340930674265,18.75,142.18009478672985,7.5829383886255926,18.75,143.40344168260037,7.648183556405353,18.75,135.8695652173913,7.246376811594203,18.75,140.71294559099437,7.504690431519699,18.75,137.11151736745884,7.312614259597805,18.75,137.99448022079116,7.359705611775529,18.75,129.5336787564767,6.90846286701209
18.8125,141.84731385485392,7.540056550424128,18.8125,142.51893939393938,7.575757575757575,18.8125,142.1152030217186,7.554296506137866,18.8125,143.46997140133462,7.626310772163967,18.8125,135.95302619692865,7.226738934056008,18.8125,140.65420560747663,7.4766355140186915,18.8125,136.94267515923568,7.279344858962694,18.8125,137.9468377635197,7.332722273143905,18.8125,129.4067067927773,6.878761822871883
18.875,141.78403755868544,7.511737089201878,18.875,142.45283018867923,7.547169811320754,18.875,142.1845574387947,7.532956685499058,18.875,143.39981006647673,7.597340930674264,18.875,136.03603603603602,7.207207207207206,18.875,140.59590316573556,7.4487895716946,18.875,136.77536231884056,7.246376811594202,18.875,138.02559414990858,7.312614259597805,18.875,129.17023096663814,6.843455945252352
18.9375,141.85393258426964,7.490636704119849,18.9375,142.5211665098777,7.525870178739416,18.9375,142.25352112676057,7.511737089201879,18.9375,143.46590909090907,7.575757575757574,18.9375,136.11859838274933,7.187780772686433,18.9375,140.66852367688023,7.428040854224698,18.9375,136.60955816050495,7.213706041478809,18.9375,137.9781420765027,7.285974499089252,18.9375,128.93617021276594,6.8085106382978715
19.0,141.9234360410831,7.469654528478058,19.0,142.45548266166824,7.497656982193066,19.0,142.32209737827714,7.490636704119849,19.0,143.53163361661944,7.554296506137866,19.0,136.2007168458781,7.1684587813620055,19.0,140.6105457909343,7.400555041628121,19.0,136.56783468104223,7.187780772686433,19.0,138.05631244323342,7.266121707538601,19.0,128.59560067681895,6.768189509306261
19.0625,142.12488350419386,7.4557315936626285,19.0625,142.390289449113,7.469654528478059,19.0625,142.390289449113,7.469654528478059,19.0625,143.59698681732579,7.532956685499058,19.0625,136.28239499553175,7.149240393208223,19.0625,140.68265682656826,7.380073800738007,19.0625,136.52641002685766,7.162041181736796,19.0625,138.00904977375566,7.239819004524887,19.0625,128.25904121110176,6.72834314550042
19.125,142.19330855018586,7.434944237918215,19.125,142.32558139534885,7.44186046511628,19.125,142.45810055865923,7.4487895716946,19.125,143.52720450281427,7.5046904315197,19.125,136.36363636363637,7.130124777183601,19.125,140.625,7.352941176470588,19.125,136.48528099910794,7.136485280999108,19.125,138.08664259927798,7.220216606498195,19.125,127.81954887218045,6.683375104427736
19.1875,142.39332096474953,7.421150278293135,19.1875,142.26135310472662,7.41427247451344,19.1875,142.5255338904364,7.428040854224698,19.1875,143.59214218896165,7.483629560336763,19.1875,136.44444444444446,7.111111111111112,19.1875,140.69660861594866,7.332722273143904,19.1875,136.44444444444446,7.111111111111112,19.1875,138.28828828828827,7.207207207207206,19.1875,127.38589211618256,6.639004149377593
19.25,142.7247451343837,7.41427247451344,19.25,142.19759926131118,7.386888273314867,19.25,142.59259259259258,7.4074074074074066,19.25,143.52283317800558,7.455731593662628,19.25,136.52482269503545,7.092198581560283,19.25,140.63926940639269,7.30593607305936,19.25,136.52482269503545,7.092198581560283,19.25,138.36477987421384,7.187780772686433,19.25,126.95795548227535,6.595218466611707
19.3125,143.05555555555554,7.4074074074074066,19.3125,142.26519337016575,7.366482504604051,19.3125,142.65927977839337,7.386888273314867,19.3125,143.58736059479554,7.434944237918216,19.3125,136.4840989399293,7.067137809187278,19.3125,140.58234758871703,7.279344858962694,19.3125,136.604774535809,7.073386383731211,19.3125,138.56502242152465,7.174887892376681,19.3125,126.43207855973813,6.546644844517185
19.375,143.2532347504621,7.393715341959334,19.375,142.2018348623853,7.339449541284403,19.375,142.85714285714286,7.373271889400922,19.375,143.5185185185185,7.4074074074074066,19.375,136.56387665198238,7.048458149779736,19.375,140.6533575317604,7.259528130671505,19.375,136.68430335097,7.054673721340387,19.375,138.64042933810373,7.155635062611806,19.375,125.91389114541023,6.498781478472786
19.4375,143.5826408125577,7.386888273314867,19.4375,142.13893967093233,7.3126142595978045,19.4375,142.92279411764704,7.352941176470588,19.4375,143.450184501845,7.380073800738007,19.4375,136.52326602282704,7.023705004389816,19.4375,140.59674502712477,7.2332730560578655,19.4375,136.88380281690138,7.042253521126759,19.4375,138.8392857142857,7.1428571428571415,19.4375,125.50443906376108,6.456820016142049
19.5,143.91143911439113,7.380073800738007,19.5,142.0765027322404,7.285974499089252,19.5,142.98808432630614,7.332722273143904,19.5,143.38235294117646,7.352941176470588,19.5,136.48293963254594,6.99912510936133,19.5,140.54054054054052,7.207207207207206,19.5,137.08260105448153,7.029876977152899,19.5,138.91362422083705,7.123775601068567,19.5,125.0,6.410256410256411
19.5625,144.23963133640552,7.373271889400922,19.5625,142.14350590372388,7.266121707538601,19.5625,143.18389752973468,7.319304666056725,19.5625,143.44637946837764,7.332722273143905,19.5625,136.32404181184668,6.968641114982578,19.5625,140.4847396768402,7.181328545780969,19.5625,137.40122914837576,7.023705004389815,19.5625,139.11111111111111,7.111111111111112,19.5625,124.70119521912349,6.374501992031872
19.625,144.5672191528545,7.366482504604051,19.625,142.21014492753622,7.246376811594202,19.625,143.24817518248173,7.2992700729927,19.625,143.37899543378995,7.30593607305936,19.625,136.2847222222222,6.944444444444444,19.625,140.4293381037567,7.155635062611806,19.625,137.5985977212971,7.011393514460998,19.625,139.30789707187222,7.09849157054126,19.625,124.40570522979398,6.3391442155309035
19.6875,144.89420423183074,7.35970561177553,19.6875,142.27642276422765,7.226738934056008,19.6875,143.31210191082803,7.279344858962694,19.6875,143.31210191082803,7.279344858962694,19.6875,136.12791702679343,6.9144338807260155,19.6875,140.49955396966996,7.136485280999109,19.6875,137.91593695271453,7.005253940455341,19.6875,139.38053097345133,7.079646017699115,19.6875,124.11347517730496,6.304176516942475
19.75,145.0872359963269,7.3461891643709825,19.75,142.34234234234233,7.207207207207206,19.75,143.37568058076224,7.259528130671506,19.75,143.24569356300998,7.252946509519493,19.75,136.08957795004306,6.890611541774333,19.75,140.44444444444446,7.111111111111112,19.75,138.1118881118881,6.9930069930069925,19.75,139.45278022947926,7.0609002647837595,19.75,124.0188383045526,6.279434850863423
19.8125,145.2795600366636,7.332722273143904,19.8125,142.53597122302156,7.1942446043165456,19.8125,143.43891402714934,7.239819004524888,19.8125,143.30922242314648,7.233273056057866,19.8125,135.93481989708405,6.86106346483705,19.8125,140.51418439716312,7.092198581560283,19.8125,138.42794759825327,6.986899563318777,19.8125,139.52464788732394,7.04225352112676,19.8125,123.828125,6.25
19.875,145.3382084095064,7.312614259597806,19.875,142.60089686098655,7.174887892376682,19.875,143.50180505415162,7.2202166064981945,19.875,143.24324324324323,7.207207207207206,19.875,135.78138343296328,6.831767719897524,19.875,140.45936395759716,7.067137809187279,19.875,138.62249346120313,6.9747166521360064,19.875,139.4736842105263,7.017543859649122,19.875,123.7354085603113,6.225680933852141
19.9375,145.3965360072926,7.292616226071103,19.9375,142.79319606087736,7.162041181736796,19.9375,143.56435643564356,7.200720072007201,19.9375,143.30637915543576,7.187780772686433,19.9375,135.74468085106383,6.808510638297872,19.9375,140.5286343612335,7.048458149779736,19.9375,138.81636205395995,6.962576153176674,19.9375,139.4230769230769,6.9930069930069925,19.9375,123.54763749031758,6.196746707978312
20.0,145.45454545454544,7.272727272727272,20.0,142.98480786416445,7.149240393208222,20.0,143.49775784753362,7.174887892376681,20.0,143.36917562724014,7.168458781362007,20.0,135.59322033898306,6.779661016949153,20.0,140.59753954305796,7.029876977152898,20.0,138.88888888888886,6.944444444444443,20.0,139.37282229965155,6.968641114982577,20.0,123.4567901234568,6.17283950617284
20.0625,145.5122393472348,7.252946509519492,20.0625,143.1757359500446,7.136485280999108,20.0625,143.55992844364934,7.155635062611805,20.0625,143.43163538873995,7.149240393208221,20.0625,135.55743243243242,6.756756756756756,20.0625,140.54290718038527,7.005253940455341,20.0625,139.08145580589255,6.932409012131716,20.0625,139.20208152645273,6.9384215091066785,20.0625,123.36664104534974,6.149116064565719
20.125,145.56962025316454,7.2332730560578655,20.125,143.3659839715049,7.123775601068567,20.125,143.49376114081994,7.1301247771836,20.125,143.49376114081994,7.1301247771836,20.125,135.52188552188554,6.734006734006734,20.125,140.6113537117904,6.986899563318778,20.125,139.15298184961105,6.914433880726015,20.125,139.03281519861832,6.908462867012091,20.125,123.27718223583462,6.1255742725880555
20.1875,145.62669071235348,7.21370604147881,20.1875,143.42806394316162,7.104795737122557,20.1875,143.55555555555554,7.111111111111111,20.1875,143.55555555555554,7.111111111111111,20.1875,135.48657718120805,6.7114093959731544,20.1875,140.6794425087108,6.968641114982578,20.1875,139.10422049956932,6.890611541774332,20.1875,138.86500429922614,6.878761822871883,20.1875,123.18840579710145,6.102212051868802
20.25,145.55256064690025,7.187780772686432,20.25,143.61702127659572,7.092198581560282,20.25,143.48981399468556,7.085916740478299,20.25,143.61702127659572,7.092198581560282,20.25,135.4515050167224,6.68896321070234,20.25,140.7471763683753,6.950477845351867,20.25,139.17525773195877,6.872852233676976,20.25,138.57998289136012,6.843455945252352,20.25,123.10030395136776,6.0790273556231
20.3125,145.60931899641574,7.1684587813620055,20.3125,143.6781609195402,7.07338638373121,20.3125,143.4245366284201,7.060900264783759,20.3125,143.6781609195402,7.07338638373121,20.3125,135.52960800667222,6.6722268557130935,20.3125,140.81455805892548,6.932409012131716,20.3125,139.12671232876713,6.8493150684931505,20.3125,138.41567291311756,6.814310051107326,20.3125,123.01286903860712,6.056018168054504
20.375,145.53571428571425,7.1428571428571415,20.375,143.8658428949691,7.060900264783759,20.375,143.48591549295773,7.04225352112676,20.375,143.6123348017621,7.048458149779735,20.375,135.49459684123025,6.650041562759767,20.375,140.88159031979256,6.9144338807260155,20.375,139.07849829351537,6.825938566552901,20.375,138.25275657336724,6.785411365564036,20.375,122.9260935143288,6.033182503770739
20.4375,145.59216384683884,7.1237756010685676,20.4375,143.92605633802816,7.04225352112676,20.4375,143.42105263157896,7.017543859649123,20.4375,143.67311072056236,7.029876977152899,20.4375,135.5721393034826,6.6334991708126045,20.4375,140.82687338501293,6.890611541774333,20.4375,139.03061224489798,6.8027210884353755,20.4375,138.09121621621622,6.756756756756757,20.4375,122.83996994740797,6.010518407212622
20.5,145.51907719609582,7.09849157054126,20.5,143.9859525899912,7.023705004389814,20.5,143.35664335664333,6.993006993006992,20.5,143.73356704645047,7.011393514460999,20.5,135.64929693961952,6.6170388751033915,20.5,140.893470790378,6.8728522336769755,20.5,138.9830508474576,6.779661016949151,20.5,137.9310344827586,6.7283431455004195,20.5,122.75449101796406,5.988023952095808
20.5625,145.57522123893804,7.0796460176991145,20.5625,144.04553415061295,7.005253940455341,20.5625,143.41761115954665,6.974716652136007,20.5625,143.7937062937063,6.993006993006993,20.5625,135.72607260726073,6.600660066006601,20.5625,140.95972579263068,6.855184233076264,20.5625,138.9358108108108,6.756756756756756,20.5625,137.88767812238055,6.705783738474434,20.5625,122.76119402985074,5.970149253731343
20.625,145.50264550264546,7.054673721340386,20.625,144.10480349344977,6.986899563318777,20.625,143.35360556038225,6.950477845351867,20.625,143.72822299651565,6.968641114982577,20.625,135.80246913580245,6.584362139917695,20.625,140.90520922288638,6.831767719897521,20.625,138.77207737594614,6.728343145500419,20.625,137.84461152882204,6.683375104427736,20.625,122.67657992565054,5.947955390334572
20.6875,145.5584872471416,7.036059806508356,20.6875,144.16376306620208,6.968641114982578,20.6875,143.4142114384749,6.932409012131717,20.6875,143.78801042571675,6.950477845351867,20.6875,135.99013968775677,6.57354149548069,20.6875,140.9710391822828,6.814310051107325,20.6875,138.60971524288107,6.700167504187604,20.6875,137.91666666666666,6.666666666666666,20.6875,122.5925925925926,5.9259259259259265
20.75,145.61403508771932,7.017543859649123,20.75,144.22241529105128,6.950477845351869,20.75,143.3506044905009,6.908462867012092,20.75,143.72294372294374,6.926406926406927,20.75,136.06557377049182,6.557377049180329,20.75,140.9168081494058,6.791171477079797,20.75,138.4487072560467,6.672226855713094,20.75,137.87375415282395,6.644518272425251,20.75,122.59970457902511,5.908419497784343
20.8125,145.54195804195803,6.9930069930069925,20.8125,144.28076256499133,6.932409012131716,20.8125,143.4108527131783,6.890611541774332,20.8125,143.78238341968913,6.90846286701209,20.8125,136.14063777596073,6.541291905151266,20.8125,140.9822184589331,6.773920406435224,20.8125,138.17427385892114,6.639004149377592,20.8125,137.94531897265946,6.628003314001656,20.8125,122.60677466863034,5.89101620029455
20.875,145.59721011333914,6.974716652136007,20.875,144.3388072601556,6.914433880726016,20.875,143.47079037800688,6.872852233676976,20.875,143.71772805507746,6.884681583476764,20.875,136.21533442088094,6.525285481239806,20.875,140.9282700421941,6.751054852320675,20.875,137.7887788778878,6.6006600660066015,20.875,138.01652892561984,6.6115702479338845,20.875,122.52384446074835,5.86940572267058
20.9375,145.65217391304344,6.956521739130433,20.9375,144.39655172413794,6.8965517241379315,20.9375,143.53041988003426,6.855184233076263,20.9375,143.77682403433474,6.866952789699569,20.9375,136.28966639544345,6.509357200976403,20.9375,140.87468460891503,6.7283431455004195,20.9375,137.40771123872025,6.562756357670221,20.9375,137.97364085667215,6.5897858319604605,20.9375,122.53108997805413,5.852231163130943
21.0,145.58058925476604,6.932409012131716,21.0,144.45399828030955,6.878761822871883,21.0,143.58974358974362,6.837606837606839,21.0,143.7125748502994,6.8434559452523525,21.0,136.36363636363637,6.493506493506494,21.0,140.93959731543626,6.711409395973155,21.0,136.91931540342298,6.519967400162999,21.0,138.0443714050945,6.57354149548069,21.0,122.5382932166302,5.835156819839533
21.0625,145.6352636127917,6.9144338807260155,21.0625,144.3873179091688,6.855184233076263,21.0625,143.64876385336743,6.820119352088661,21.0625,143.77133105802048,6.825938566552901,21.0625,136.43724696356273,6.477732793522266,21.0625,140.88628762541805,6.68896321070234,21.0625,136.43724696356273,6.477732793522266,21.0625,138.11475409836063,6.557377049180327,21.0625,122.54545454545455,5.818181818181818
21.125,145.6896551724138,6.8965517241379315,21.125,144.44444444444446,6.837606837606838,21.125,143.7074829931973,6.802721088435375,21.125,143.82978723404256,6.808510638297872,21.125,136.51050080775445,6.462035541195477,21.125,140.83333333333334,6.666666666666667,21.125,135.85209003215436,6.430868167202574,21.125,138.0718954248366,6.535947712418301,21.125,122.55257432922409,5.801305293691081
21.1875,145.743766122098,6.8787618228718825,21.1875,144.5012787723785,6.8201193520886605,21.1875,143.76590330788804,6.785411365564038,21.1875,143.88794567062817,6.7911714770797955,21.1875,136.58340048348103,6.446414182111199,21.1875,140.78073089700996,6.644518272425249,21.1875,135.1674641148325,6.379585326953747,21.1875,137.91700569568752,6.509357200976402,21.1875,122.47109826589593,5.780346820809248
21.25,145.79759862778732,6.86106346483705,21.25,144.43500424808835,6.796941376380628,21.25,143.82402707275804,6.768189509306261,21.25,143.94580863674852,6.7739204064352245,21.25,136.65594855305466,6.430868167202572,21.25,140.61207609594706,6.6170388751033915,21.25,134.60015835312745,6.334125098970704,21.25,137.76337115072934,6.482982171799028,21.25,122.47838616714697,5.763688760806916
21.3125,145.85115483319075,6.843455945252352,21.3125,144.4915254237288,6.779661016949152,21.3125,143.88185654008436,6.7510548523206735,21.3125,143.88185654008436,6.7510548523206735,21.3125,136.7281475541299,6.4153969526864465,21.3125,140.560593569662,6.595218466611707,21.3125,134.04088050314465,6.289308176100628,21.3125,137.49999999999997,6.451612903225805,21.3125,122.48563218390801,5.747126436781607
21.375,145.90443686006827,6.825938566552901,21.375,144.42567567567568,6.756756756756757,21.375,143.93939393939394,6.7340067340067336,21.375,143.93939393939394,6.7340067340067336,21.375,136.8,6.4,21.375,140.39408866995075,6.568144499178982,21.375,133.4894613583138,6.245120999219359,21.375,137.1291098636728,6.4153969526864465,21.375,122.49283667621775,5.730659025787965
21.4375,145.95744680851064,6.808510638297872,21.4375,144.48188711036227,6.739679865206403,21.4375,143.9966414777498,6.717044500419815,21.4375,143.9966414777498,6.717044500419815,21.4375,136.87150837988827,6.384676775738228,21.4375,140.2289452166803,6.541291905151268,21.4375,132.94573643410854,6.2015503875969,21.4375,136.762360446571,6.379585326953749,21.4375,122.50000000000001,5.714285714285715
21.5,146.01018675721562,6.791171477079796,21.5,144.41645675902603,6.717044500419815,21.5,144.0536013400335,6.700167504187605,21.5,144.0536013400335,6.700167504187605,21.5,136.83373110580746,6.364359586316626,21.5,140.06514657980455,6.514657980456025,21.5,132.6137239784117,6.168080185042405,21.5,136.2916006339144,6.339144215530903,21.5,122.5071225071225,5.698005698005698
21.5625,146.06265876375954,6.773920406435225,21.5625,144.47236180904525,6.700167504187606,21.5625,144.11027568922307,6.6833751044277365,21.5625,144.11027568922307,6.6833751044277365,21.5625,136.90476190476193,6.349206349206351,21.5625,139.90267639902677,6.488240064882401,21.5625,132.18390804597703,6.130268199233718,21.5625,135.9338061465721,6.304176516942474,21.5625,122.51420454545458,5.681818181818183
21.625,146.11486486486487,6.756756756756757,21.625,144.40734557595994,6.67779632721202,21.625,144.04662781015818,6.661115736885928,21.625,144.16666666666666,6.666666666666666,21.625,136.97545526524146,6.334125098970704,21.625,139.74151857835216,6.462035541195475,21.625,131.85975609756096,6.097560975609755,21.625,135.57993730407523,6.269592476489028,21.625,122.43453644727529,5.661712668082094
21.6875,146.16680707666384,6.739679865206402,21.6875,144.46294754371357,6.661115736885928,21.6875,144.10299003322262,6.644518272425251,21.6875,144.22277639235244,6.650041562759767,21.6875,137.04581358609795,6.3191153238546605,21.6875,139.5816572807723,6.436041834271922,21.6875,131.53904473085672,6.0652009097801365,21.6875,135.44106167056987,6.24512099921936,21.6875,122.44177840508115,5.645730416372618
21.75,146.09571788413098,6.717044500419815,21.75,144.51827242524917,6.644518272425249,21.75,144.159072079536,6.628003314001655,21.75,144.159072079536,6.628003314001655,21.75,137.00787401574803,6.299212598425197,21.75,139.53488372093022,6.415396952686447,21.75,131.1228334589299,6.028636021100225,21.75,135.303265940902,6.220839813374805,21.75,122.44897959183672,5.629838142153412
21.8125,146.14740368509214,6.700167504187606,21.8125,144.45364238410596,6.622516556291391,21.8125,144.09578860445913,6.606110652353427,21.8125,144.21487603305786,6.6115702479338845,21.8125,137.07776904948938,6.284367635506676,21.8125,139.48840927258192,6.394884092725818,21.8125,130.71161048689137,5.99250936329588,21.8125,135.27131782945736,6.201550387596899,21.8125,122.45614035087718,5.614035087719298
21.875,146.1988304093567,6.683375104427735,21.875,144.5086705202312,6.606110652353426,21.875,144.15156507413508,6.5897858319604605,21.875,144.15156507413508,6.5897858319604605,21.875,137.0399373531715,6.264682850430697,21.875,139.44223107569718,6.374501992031871,21.875,130.20833333333331,5.952380952380952,21.875,135.23956723338483,6.182380216383307,21.875,122.46326102169347,5.598320503848845
21.9375,146.25,6.666666666666667,21.9375,144.56342668863263,6.589785831960461,21.9375,144.0886699507389,6.568144499178981,21.9375,144.20706655710762,6.573541495480689,21.9375,137.109375,6.25,21.9375,139.50715421303656,6.359300476947535,21.9375,129.71175166297115,5.912786400591278,21.9375,135.3122590593678,6.168080185042406,21.9375,122.47034193998606,5.582693649685974
22.0,146.30091438071486,6.650041562759767,22.0,144.61791290057516,6.573541495480689,22.0,144.02618657937805,6.546644844517184,22.0,144.14414414414412,6.552006552006551,22.0,137.07165109034264,6.230529595015574,22.0,139.57176843774778,6.344171292624899,22.0,129.12692589875275,5.869405722670579,22.0,135.38461538461536,6.153846153846152,22.0,122.47738343771746,5.567153792623521
22.0625,146.35157545605307,6.633499170812604,22.0625,144.67213114754097,6.557377049180327,22.0625,143.96411092985318,6.525285481239804,22.0625,144.19934640522877,6.535947712418301,22.0625,137.14063714063715,6.216006216006217,22.0625,139.6360759493671,6.329113924050633,22.0625,128.55061908230152,5.826656955571741,22.0625,135.45663852647738,6.139677666922488,22.0625,122.3994452149792,5.547850208044383
22.125,146.40198511166255,6.617038875103392,22.125,144.72608340147178,6.541291905151267,22.125,143.90243902439025,6.504065040650406,22.125,144.13680781758958,6.514657980456026,22.125,137.2093023255814,6.2015503875969,22.125,139.81042654028437,6.3191153238546605,22.125,127.98264642082431,5.784526391901664,22.125,135.52833078101074,6.1255742725880555,22.125,122.4066390041494,5.532503457814662
22.1875,146.33140972794723,6.595218466611707,22.1875,144.77977161500817,6.525285481239805,22.1875,143.84116693679093,6.482982171799027,22.1875,144.19171405361493,6.498781478472786,22.1875,137.27764887857697,6.187161639597835,22.1875,139.87391646966114,6.304176516942474,22.1875,127.51436781609193,5.747126436781608,22.1875,135.49618320610688,6.106870229007634,22.1875,122.41379310344827,5.517241379310344
22.25,146.38157894736844,6.578947368421053,22.25,144.83319772172499,6.509357200976404,22.25,143.78029079159936,6.462035541195477,22.25,144.12955465587044,6.477732793522267,22.25,137.3456790123457,6.17283950617284,22.25,140.04720692368213,6.294256490952006,22.25,127.14285714285715,5.714285714285714,22.25,135.56740289413557,6.092916984006093,22.25,122.50516173434274,5.505849965588437
22.3125,146.31147540983605,6.557377049180327,22.3125,144.76885644768856,6.488240064882401,22.3125,143.71980676328502,6.4412238325281805,22.3125,144.06779661016947,6.456820016142049,22.3125,137.41339491916858,6.158583525789068,22.3125,140.2199528672427,6.284367635506676,22.3125,126.86567164179102,5.685856432125088,22.3125,135.53530751708428,6.074411541381928,22.3125,122.51201098146875,5.49073438572409
22.375,146.3614063777596,6.541291905151267,22.375,144.82200647249192,6.472491909385114,22.375,143.65971107544144,6.420545746388444,22.375,144.12238325281805,6.441223832528181,22.375,137.58647194465797,6.149116064565719,22.375,140.39215686274508,6.274509803921568,22.375,126.50176678445231,5.653710247349824,22.375,135.40090771558246,6.051437216338881,22.375,122.51882272416152,5.475701574264202
22.4375,146.4110929853181,6.525285481239804,22.4375,144.75806451612902,6.451612903225806,22.4375,143.6,6.3999999999999995,22.4375,144.1767068273092,6.425702811244978,22.4375,137.65337423312883,6.134969325153374,22.4375,140.56382145653876,6.264682850430697,22.4375,126.31949331456718,5.629838142153412,22.4375,135.26752072343632,6.028636021100226,22.4375,122.52559726962455,5.46075085324232
22.5,146.34146341463415,6.504065040650406,22.5,144.81094127111825,6.436041834271922,22.5,143.54066985645932,6.379585326953747,22.5,144.11529223378702,6.405124099279423,22.5,137.71996939556237,6.120887528691661,22.5,140.7349491790461,6.254886630179827,22.5,126.13875262789068,5.606166783461808,22.5,135.13513513513513,6.006006006006006,22.5,122.53233492171546,5.4458815520762425
22.5625,146.39091646390915,6.4882400648824,22.5625,144.74739374498796,6.415396952686447,22.5625,143.59586316626886,6.364359586316625,22.5625,144.1693290734824,6.389776357827475,22.5625,137.78625954198472,6.106870229007633,22.5625,140.795631825273,6.240249609984399,22.5625,125.95952547103977,5.582693649685973,22.5625,135.0037397157816,5.983545250560957,22.5625,122.62228260869564,5.434782608695651
22.625,146.32174616006466,6.467259498787389,22.625,144.8,6.4,22.625,143.53687549563836,6.3441712926249,22.625,144.2231075697211,6.374501992031871,22.625,137.74733637747337,6.088280060882801,22.625,140.85603112840468,6.22568093385214,22.625,125.86926286509042,5.563282336578582,22.625,134.77289650037233,5.956813104988832,22.625,122.62872628726286,5.420054200542005
22.6875,146.3709677419355,6.451612903225807,22.6875,144.73684210526318,6.379585326953749,22.6875,143.59177215189874,6.329113924050633,22.6875,144.27662957074722,6.359300476947536,22.6875,137.8132118451025,6.074411541381928,22.6875,140.80682699767266,6.206361520558574,22.6875,125.77962577962577,5.544005544005544,22.6875,134.64391691394658,5.9347181008902075,22.6875,122.63513513513514,5.405405405405406
22.75,146.30225080385853,6.430868167202573,22.75,144.78918058870323,6.364359586316626,22.75,143.53312302839117,6.309148264984227,22.75,144.32989690721647,6.3441712926249,22.75,137.77441332324,6.056018168054505,22.75,140.75792730085075,6.187161639597836,22.75,125.77747062888733,5.528680027643399,22.75,134.51589061345157,5.912786400591278,22.75,122.64150943396227,5.390835579514825
22.8125,146.35124298315958,6.415396952686447,22.8125,144.72640761300553,6.3441712926249005,22.8125,143.58772619984265,6.294256490952007,22.8125,144.38291139240508,6.329113924050634,22.8125,137.63197586727,6.03318250377074,22.8125,140.7093292212799,6.168080185042406,22.8125,125.7753273604411,5.513439007580979,22.8125,206.21468926553675,9.039548022598872,22.8125,122.73032952252859,5.379959650302623
22.875,146.2829736211031,6.394884092725819,22.875,144.77848101265823,6.329113924050633,22.875,143.6420722135008,6.279434850863423,22.875,144.43567482241514,6.314127861089187,22.875,137.593984962406,6.015037593984962,22.875,140.55299539170505,6.1443932411674345,22.875,125.77319587628865,5.498281786941581,22.875,206.08108108108107,9.009009009009008,22.875,122.73641851106639,5.365526492287056
22.9375,146.3317384370016,6.379585326953748,22.9375,144.83030781373324,6.3141278610891876,22.9375,143.6961628817541,6.264682850430697,22.9375,144.37450826121164,6.294256490952006,22.9375,137.35029940119762,5.9880239520958085,22.9375,140.50535987748853,6.1255742725880555,22.9375,125.85733882030179,5.486968449931413,22.9375,205.9483726150393,8.978675645342312,22.9375,122.66042780748664,5.347593582887701
